player_id,Name,height_cm,weight_kg,score,rebounds,assists,steals,blocks,overall_hit_rate,three_point_hit_rate,offence_score,defence_score,overall_score,jersey_number,position,team,wages
117,T.J. Warren,203,97.5,18,4,1.5,1.2,0.7,0.480,0.399,88,80,83,12,SF,Suns,5
118,Josh Jackson,203,90.7,10,4.2,2.2,1,0.6,0.422,0.280,67,60,63,20,SF,Suns,3
119,Richaun Holmes,208,106.6,8,4.4,0.8,0.6,1.1,0.620,0.000,65,74,73,21,PF,Suns,4
120,Deandre Ayton,215,113.4,16.4,10.6,2,0.8,1,0.599,0.000,75,85,80,22,C,Suns,5
121,Alex Abrines,198,90.7,5.6,1.6,0.7,0.6,0.2,0.284,0.257,55,65,60,8,SG,Thunder,3
122,Abdel Nader,198,102,3.9,1.6,0.3,0.2,0.1,0.364,0.253,56,60,60,11,SG,Thunder,3
123,Terrance Ferguson,200,86.2,6.3,1.9,0.7,0.6,0.2,0.422,0.291,56,55,55,23,PG,Thunder,3
124,Hamidou Diallo,195,89.8,4.4,2.3,0.4,0.4,0.2,0.389,0.063,61,61,64,6,SG,Thunder,3
125,Dennis Schroder,185,78,15.3,3.5,4.3,1,0.1,0.409,0.311,75,70,71,17,PG,Thunder,4
126,Jerami Grant,205,99.8,12.8,5,0.9,0.9,1.4,0.512,0.345,70,79,76,9,SF,Thunder,5
127,Paul George,205,99.8,26.9,8,4,2.3,0.5,0.449,0.408,86,82,82,13,SF,Thunder,5
128,Steven Adams,213,120.2,15.4,10,1.7,1.5,0.8,0.616,0.000,80,83,85,12,C,Thunder,6
129,Russell Westbrook,190,90.7,21.9,10.8,10.7,2.4,0.3,0.419,0.235,91,89,95,0,PG,Thunder,7
130,Tyus Jones,187,88.9,5.4,1.7,4,1.3,0.1,0.350,0.197,50,58,67,1,SG,Timber Wolves,4
131,Luol Deng,205,107.5,4.5,2.3,0.5,0.5,0.2,0.504,0.150,55,60,61,9,PF,Timber Wolves,3
132,Jeff Teague,187,88.4,11.5,2.4,8.1,1.1,0.4,0.397,0.324,77,75,78,0,SG,Timber Wolves,5
133,Derrick Rose,190,90.7,18.6,2.8,4.7,0.6,0.3,0.475,0.342,80,80,80,25,SG,Timber Wolves,5
134,Josh Okogie,193,96.1,7.4,3,1.2,0.9,0.4,0.350,0.199,55,67,65,20,PG,Timber Wolves,3
135,Gorgui Dieng,210,114.3,5.3,4.1,0.8,0.5,0.5,0.487,0.184,70,70,71,5,C,Timber Wolves,4
136,Andrew Wiggins,203,88,17.7,4.6,2.2,1,0.5,0.394,0.329,85,91,88,22,SF,Timber Wolves,6
137,Robert Covington,205,102,11.3,5.2,1.1,1.8,1.8,0.439,0.393,71,77,74,33,SF,Timber Wolves,4
138,Dario Saric,208,101.1,11.1,6.6,2,0.3,0.2,0.411,0.310,84,72,80,36,SF,Timber Wolves,5
139,Taj Gibson,205,105.2,10.8,6.9,1.3,0.8,0.6,0.590,0.110,70,75,75,67,PF,Timber Wolves,5
140,Karl-Anthony Towns,213,112.5,22.8,12.3,3.1,1,1.9,0.501,0.430,95,85,95,32,C,Timber Wolves,7
141,Shaun Livingston,200,87.1,4.6,1.9,2,0.5,0.4,0.415,0.000,54,55,55,34,SG,Warriors,3
142,Quinn Cook,187,81.2,7.6,2.2,1.7,0.3,0.1,0.382,0.332,67,54,68,4,PG,Warriors,4
143,Andre Iguodala,198,97.5,5.6,3.8,3,0.9,0.8,0.470,0.237,55,55,54,9,SF,Warriors,3
144,Klay Thompson,200,97.5,22.1,4.1,2,1.2,0.7,0.456,0.350,87,82,87,11,SG,Warriors,6
145,Jonas Jerebko,208,104.8,7.1,4.9,1.6,0.3,0.2,0.453,0.337,68,55,60,21,SF,Warriors,3
146,Stephen Curry,190,86.2,29.3,5.2,5.6,1.2,0.4,0.485,0.433,82,95,95,30,PG,Warriors,7
147,Kevon Looney,205,99.8,6.6,5.9,1.9,0.5,0.8,0.594,0.021,56,75,73,5,C,Warriors,4
148,Kevin Durant,205,108.8,28,7.4,6,0.8,1.1,0.516,0.389,94,94,98,35,SF,Warriors,7
149,DeMarcus Cousins,210,122.4,11,7.5,4,0.5,0.5,0.335,0.375,94,82,95,0,C,Warriors,7
150,Draymond Green,200,104.3,7.2,7.7,7.7,1.6,0.9,0.366,0.178,85,90,88,23,SF,Warriors,6
151,Kawhi Leonard,200,104.3,27.8,7.9,3.2,1.9,0.5,0.504,0.342,92,91,96,2,SF,Raptors,7
152,Kyle Lowry,185,88.9,14.1,4.5,9.4,1.4,0.5,0.401,0.318,77,81,81,7,PG,Raptors,5
153,Serge Ibaka,208,106.6,16.3,7.5,1.4,0.5,1.5,0.527,0.259,74,81,78,9,PF,Raptors,5
154,Danny Green,198,97.5,10.2,4.1,1.3,0.9,0.8,0.444,0.411,65,77,77,41,SG,Raptors,5
155,OG Anunoby,203,105.2,7.4,3,0.7,0.7,0.3,0.437,0.322,70,70,77,3,SF,Raptors,5
156,Jonas Valanciuna,213,120.2,12.8,7.2,1,0.4,0.8,0.567,0.167,70,80,75,17,C,Raptors,5
157,Fred VanVleet,182,88.4,10.4,2.7,4.5,0.9,0.3,0.385,0.342,70,75,75,23,PG,Raptors,5
158,Delon Wright,195,83,6.7,2.6,2.2,0.9,0.3,0.389,0.277,66,75,75,55,SG,Raptors,5
159,Pascal Siakam,205,104.3,15.2,7.1,2.9,1,0.7,0.565,0.298,73,80,74,43,SF,Raptors,4
160,CJ Miles,198,99.8,5.3,1.7,0.6,0.4,0.2,0.318,0.308,65,65,64,0,SG,Raptors,3
161,Kyrie Irving,190,87.5,23.5,4.8,6.9,1.7,0.5,0.501,0.418,87,78,87,11,PG,Celtics,6
162,Jayson Tatum,203,94.3,16.3,6.2,1.8,1,0.8,0.448,0.375,77,77,83,0,SF,Celtics,5
163,Jaylen Brown,200,99.8,12.3,4.3,1.4,0.9,0.6,0.439,0.261,79,86,82,7,SF,Celtics,5
164,Al Horford,208,111.1,12.2,6.4,3.6,0.8,1.4,0.532,0.328,89,74,82,42,PF,Celtics,5
165,Marcus Morris,205,106.6,14.8,6,1.4,0.6,0.3,0.469,0.409,75,70,77,13,SP,Celtics,5
166,Gordon Hayward,203,102,11,4.6,3.5,1,0.2,0.389,0.272,86,74,85,20,SF,Celtics,6
167,Marcus Smart,193,99.8,7.9,2.8,4,1.7,0.4,0.373,0.271,66,76,70,36,PG,Celtics,4
168,Terry Rozier,185,86.2,8.7,4.1,2.9,0.9,0.2,0.362,0.324,66,70,68,12,PG,Celtics,3
169,Aron Baynes,208,117.9,5.5,4.5,1.2,0.1,0.6,0.466,0.226,66,66,66,46,PF,Celtics,3
170,Daniel Theis,203,110.2,6.4,4.1,1.1,0.3,0.6,0.461,0.246,65,64,65,27,SF,Celtics,3
171,Jimmy Butler,203,105.2,19.5,4.9,3.7,2,0.6,0.459,0.303,88,90,90,23,SF,76ers,1
172,Joel Embiid,213,113.4,27.2,13.3,3.5,0.6,2,0.493,0.276,92,85,90,21,C,76ers,1
173,Ben Simmons,208,104.3,16.6,9.5,8.3,1.3,0.8,0.584,0.000,88,88,90,25,PF,76ers,6
174,JJ Redick,193,90.7,18.4,2.2,2.8,0.4,0.2,0.445,37.600,88,77,84,17,SG,76ers,5
175,T.J. McConnell,187,86.2,6.7,2.2,3.9,1.2,0.3,0.540,0.109,77,75,77,12,PG,76ers,5
176,Markelle Fultz,193,90.7,8.2,3.7,3.1,0.9,0.3,0.402,0.107,81,81,83,20,PG,76ers,5
177,Wilson Chandler,205,102,6.6,4.8,1.9,0.6,0.5,0.426,0.359,74,76,74,22,SF,76ers,4
178,Corey Brewer,205,84.4,7.7,2,1.7,1.7,0.7,0.400,0.333,73,80,75,0,SG,76ers,5
179,Mike Muscala,210,108.8,7.3,4.2,1.4,0.4,0.6,0.370,0.306,66,66,66,31,PF,76ers,3
180,Landry Shamet,195,85.3,8.4,1.5,0.9,0.5,0.1,0.440,0.395,66,66,66,1,SG,76ers,3
181,Giannis Antetokounmpo,210,109.7,26.6,12.6,5.9,1.5,1.5,0.580,0.136,90,90,98,34,SF,Bucks,7
182,Khris Middleton,203,100.7,17.3,5.8,4.1,1.1,0.1,0.437,0.372,77,77,77,22,SF,Bucks,5
183,Eric Bledsoe,185,93,15.8,4.4,5.5,1.4,0.4,0.497,0.292,75,75,75,6,PG,Bucks,5
184,Malcolm Brogdon,195,103.9,15.7,4.5,3.3,0.8,0.3,0.510,0.444,70,70,72,13,SG,Bucks,4
185,Brook Lopez,213,122.4,12,4,1,0.4,2.1,0.448,0.373,75,86,83,11,C,Bucks,5
186,Thon Maker,215,100.2,4.7,2.7,0.5,0.3,0.5,0.418,0.240,65,65,64,7,PF,Bucks,3
187,George Hill,190,85.3,7.5,2.4,2.4,0.9,0.1,0.419,0.310,73,75,76,3,PG,Bucks,5
188,Ersan Ilyasova,208,106.6,6.7,4.7,1,0.7,0.3,0.423,0.321,70,70,70,77,SF,Bucks,4
189,D.J. Wilson,208,104.8,5.9,4.8,1,0.4,0.6,0.427,0.421,55,67,69,5,SF,Bucks,4
190,Dwyane Wade,195,99.8,13.8,3.7,4.1,0.6,0.5,0.418,0.271,75,76,78,3,SG,Heat,5
191,Goran Dragic,190,86.2,15.3,3.1,4.9,0.7,0.3,0.394,0.283,79,67,78,7,PG,Heat,5
192,Josh Richardson,198,90.7,17.6,3.8,3.9,1.1,0.5,0.404,0.363,78,80,79,0,SG,Heat,5
193,Hassan Whiteside,213,120.2,12.6,12.3,0.9,0.6,2.3,0.540,0.024,75,84,80,21,C,Heat,5
194,Justise Winslow,200,102,12.5,5.3,4.1,1,0.3,0.418,0.359,75,70,72,20,SF,Heat,4
195,Bam Adebayo,208,115.6,8,6.7,2.1,0.7,0.9,0.554,0.021,73,73,73,13,PF,Heat,4
